Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
15049;Porte de Versailles;OUI;24;15;9;6;3;OUI;OUI;2020-03-29T18:34:00+02:00;48.8321538173,2.2871491313;Paris;
23007;Président Wilson - Jean Jaures;OUI;27;19;8;4;4;OUI;OUI;2020-03-29T18:29:48+02:00;48.8903405405,2.29206830263;Levallois-Perret;
18043;Clichy - Place Blanche;OUI;20;11;9;5;4;OUI;OUI;2020-03-29T18:38:19+02:00;48.8836010883,2.33322378248;Paris;
10028;Gare du Nord - Dunkerque;OUI;29;16;13;5;8;OUI;OUI;2020-03-29T18:37:05+02:00;48.8804235084,2.35276367515;Paris;
13103;Hôpital Pitié Salpêtrière;OUI;50;34;16;11;5;OUI;OUI;2020-03-29T18:37:08+02:00;48.8377016,2.3604946;Paris;
32603;Calmette;OUI;32;29;2;0;2;OUI;OUI;2020-03-29T18:34:09+02:00;48.881049251,2.42499321699;Les Lilas;
2010;Uzès - Montmartre;OUI;29;26;3;3;0;OUI;OUI;2020-03-29T18:31:31+02:00;48.8707909802,2.34310101718;Paris;
18137;Poissonniers - Nord;OUI;28;17;11;5;6;OUI;OUI;2020-03-29T18:35:38+02:00;48.8925112135,2.35222287476;Paris;
20103;Le Vau - Maurice Bertaux;OUI;25;19;6;2;4;OUI;OUI;2020-03-29T18:32:51+02:00;48.8680343904,2.41103061245;Paris;
8049;Georges V - François 1er;OUI;22;15;7;4;3;OUI;OUI;2020-03-29T18:36:13+02:00;48.8704224716,2.30106979609;Paris;
14007;Ferrus - Saint-Jacques;OUI;34;24;10;10;0;OUI;OUI;2020-03-29T18:36:25+02:00;48.8313878,2.3408563;Paris;
23005;Gare de Clichy-Levallois;OUI;26;17;9;5;4;OUI;OUI;2020-03-29T18:37:54+02:00;48.8967982748,2.29846805334;Levallois-Perret;
20047;Cours de Vincennes - Davout;OUI;48;30;18;15;3;OUI;OUI;2020-03-29T18:38:17+02:00;48.84723803,2.41070423362;Paris;
7024;Rapp - Place du Général Gouraud;OUI;31;15;16;13;3;OUI;OUI;2020-03-29T18:36:43+02:00;48.8581028851,2.30040729046;Paris;
10039;Sambre et Meuse - Villette;OUI;25;18;7;3;4;OUI;OUI;2020-03-29T18:37:22+02:00;48.8744056662,2.373807238;Paris;
32021;Place du Front Populaire - George Sand;OUI;35;32;3;3;0;OUI;OUI;2020-03-29T18:37:47+02:00;48.906807137,2.36454121499;Saint-Denis;
5029;Georges Bernanos - Port Royal;OUI;30;15;15;3;12;OUI;OUI;2020-03-29T18:32:04+02:00;48.8401452135,2.33735740185;Paris;
15125;Parc Suzanne Lenglen;OUI;52;27;25;23;2;OUI;OUI;2020-03-29T18:35:59+02:00;48.8332506905,2.27654032409;Paris;
11032;Jean-Pierre Timbaud - Vaucouleurs;OUI;47;27;20;12;8;OUI;OUI;2020-03-29T18:37:16+02:00;48.867937,2.377885;Paris;
10012;Vinaigriers - Magenta;OUI;25;14;11;10;1;OUI;OUI;2020-03-29T18:37:35+02:00;48.8731167,2.3593052;Paris;
21702;Gare SNCF Vanves-Malakoff;OUI;51;48;3;2;1;OUI;OUI;2020-03-29T18:32:58+02:00;48.8190021638,2.2921500051;Vanves;
20122;Vitruve - Davout;OUI;23;18;5;0;5;OUI;OUI;2020-03-29T18:37:07+02:00;48.8605316115,2.40915928126;Paris;
43001;Paris - Laitières;OUI;22;17;5;1;4;OUI;OUI;2020-03-29T18:34:04+02:00;48.8463027415,2.42075532675;Vincennes;
12007;Gare de Lyon - Chalon;OUI;50;13;22;16;6;OUI;OUI;2020-03-29T18:36:23+02:00;48.8456661942,2.37414523959;Paris;
47001;Place de la Gare;OUI;46;41;6;3;3;OUI;OUI;2020-03-29T18:37:01+02:00;48.8025335801,2.42750376463;Maisons-Alfort;
9027;Douai - Pierre Fontaine;OUI;25;22;3;0;3;OUI;OUI;2020-03-29T18:37:03+02:00;48.8822910115,2.33324121684;Paris;
44016;Balzac - Olympes de Gouges;OUI;28;19;9;4;5;OUI;OUI;2020-03-29T18:35:05+02:00;48.7785033249,2.400678657;Vitry-sur-Seine;
12155;Rottembourg - Général Michel Bizot;OUI;43;25;18;16;2;OUI;OUI;2020-03-29T18:34:29+02:00;48.8378782599,2.40440525115;Paris;
15129;Hôpital Necker;OUI;40;20;20;20;0;OUI;OUI;2020-03-29T18:32:19+02:00;48.8460434901,2.31324501336;Paris;
33012;Landy - Heurtault;OUI;30;17;13;11;2;OUI;OUI;2020-03-29T18:34:55+02:00;48.9150965345,2.37595137209;Aubervilliers;
17019;Phalsbourg - Villiers;OUI;20;12;8;6;2;OUI;OUI;2020-03-29T18:37:09+02:00;48.882423079,2.30904534459;Paris;
19002;Centquatre;OUI;41;30;11;10;1;OUI;OUI;2020-03-29T18:37:23+02:00;48.8893335385,2.37078543752;Paris;
3011;Turbigo - Réaumur;OUI;31;27;4;2;2;OUI;OUI;2020-03-29T18:37:13+02:00;48.8655740475,2.35641986132;Paris;
3009;Temple - Haudriettes;OUI;19;16;3;0;3;OUI;OUI;2020-03-29T18:36:52+02:00;48.8616368802,2.35669602065;Paris;
22504;Château - République;OUI;20;13;7;3;4;OUI;OUI;2020-03-29T18:36:01+02:00;48.905928,2.253629;La Garenne-Colombes;
26006;Bas - Gabriel Péri;OUI;30;18;12;4;8;OUI;OUI;2020-03-29T18:35:02+02:00;48.9158558054,2.29480952024;Asnières-sur-Seine;
16139;Suresnes - Muette à Neuilly;NON;0;0;0;0;0;NON;NON;2019-10-28T10:46:20+01:00;48.868716,2.266586;Paris;
13116;Place du Docteur Yersin;OUI;50;26;24;24;0;OUI;OUI;2020-03-29T18:33:03+02:00;48.8201049499,2.37255837768;Paris;
15024;Suffren - La Motte-Piquet;OUI;23;18;5;5;0;OUI;OUI;2020-03-29T18:35:12+02:00;48.8508812309,2.30121999979;Paris;
14027;Gergovie - Alésia;OUI;36;27;9;1;8;OUI;OUI;2020-03-29T18:36:33+02:00;48.8308871746,2.31888210121;Paris;
13036;Olympiades;OUI;36;28;8;4;4;OUI;OUI;2020-03-29T18:36:11+02:00;48.8267646652,2.36508607864;Paris;
11014;Place de la Nation - Taillebourg;OUI;47;27;20;13;7;OUI;OUI;2020-03-29T18:38:04+02:00;48.8488408,2.3973043;Paris;
15050;Dominique Pado - Croix Nivert;OUI;22;4;18;15;3;OUI;OUI;2020-03-29T18:37:40+02:00;48.8364879816,2.28972505778;Paris;
14005;René Coty - Place Denfert-Rochereau;OUI;36;30;6;4;2;OUI;OUI;2020-03-29T18:36:41+02:00;48.8330564773,2.3329411447;Paris;
17110;Legendre - Nollet;OUI;30;22;8;4;4;OUI;OUI;2020-03-29T18:37:46+02:00;48.8877421868,2.32029307988;Paris;
18101;Championnet;OUI;22;13;9;5;4;OUI;OUI;2020-03-29T18:35:27+02:00;48.8953643,2.3498166;Paris;
19014;Lorraine - Jean Jaurès;OUI;19;12;7;4;3;OUI;OUI;2020-03-29T18:32:57+02:00;48.8863865,2.3825772;Paris;
15014;Volontaires - Vaugirard;OUI;34;31;3;0;3;OUI;OUI;2020-03-29T18:29:47+02:00;48.8413205018,2.30808901725;Paris;
16022;Jean Bologne - Passy;OUI;19;10;9;2;7;OUI;OUI;2020-03-29T18:33:02+02:00;48.8575668898,2.28002739531;Paris;
9020;Toudouze - Clauzel;OUI;21;5;16;12;4;OUI;OUI;2020-03-29T18:38:17+02:00;48.8792959173,2.33736008406;Paris;
12109;Mairie du 12ème;OUI;30;16;14;10;4;OUI;OUI;2020-03-29T18:37:21+02:00;48.8408553118,2.38755494356;Paris;
17026;Jouffroy d'Abbans - Wagram;OUI;40;10;29;21;8;OUI;OUI;2020-03-29T18:37:37+02:00;48.8819732984,2.30113215744;Paris;
15068;Général Martial Valin - Pont du Garigliano;OUI;16;13;3;1;2;OUI;OUI;2020-03-29T18:30:21+02:00;48.8382309427,2.27050602436;Paris;
18111;Félix Ziem - Armand Gauthier;OUI;25;23;2;0;2;OUI;OUI;2020-03-29T18:29:03+02:00;48.8894963049,2.3333936588;Paris;
9035;Gare Saint-Lazare - Place de Budapest;OUI;44;36;8;2;6;OUI;OUI;2020-03-29T18:37:45+02:00;48.877753,2.327339;Paris;
18024;Clignancourt - Ordener;OUI;35;31;4;3;1;OUI;OUI;2020-03-29T18:36:23+02:00;48.8914577262,2.34863647806;Paris;
92007;Pesaro - Préfecture;OUI;22;16;6;0;6;OUI;OUI;2020-03-29T18:38:11+02:00;48.8957704628,2.22390834242;Nanterre;
14138;Porte de Vanves;OUI;32;26;6;2;4;OUI;OUI;2020-03-29T18:31:36+02:00;48.8280128494,2.30568788946;Paris;
22203;Tertres - Fontaine;OUI;28;22;6;5;1;OUI;OUI;2020-03-29T18:35:08+02:00;48.7875536547,2.30623573065;Bagneux;
31708;Noisy le Sec - Jean-Baptiste Clément;OUI;22;18;4;1;3;OUI;OUI;2020-03-29T18:31:50+02:00;48.8745153896,2.41528362036;Bagnolet;
13050;Quai Panhard et Levassor;OUI;57;38;19;17;2;OUI;OUI;2020-03-29T18:33:51+02:00;48.8283748281,2.38427374581;Paris;
20134;Lieutenant Chauré - Etienne Marey;OUI;20;17;3;2;1;OUI;OUI;2020-03-29T18:34:05+02:00;48.8674619541,2.40597099066;Paris;
24001;Léonard de Vinci;OUI;28;19;9;8;1;OUI;OUI;2020-03-29T18:37:42+02:00;48.8979097249,2.23837230436;Courbevoie;
22003;Beffroy;OUI;26;12;14;11;3;OUI;OUI;2020-03-29T18:38:20+02:00;48.8865910745,2.26139456034;Neuilly-sur-Seine;
17125;Marie-Georges Picquart - Pereire;OUI;32;27;5;4;1;OUI;OUI;2020-03-29T18:33:36+02:00;48.8886366935,2.31117065996;Paris;
13002;Arago - Glacière;OUI;27;6;20;16;4;OUI;OUI;2020-03-29T18:38:23+02:00;48.8348605478,2.34457705243;Paris;
5006;Saint-Jacques - Soufflot;OUI;19;15;3;1;2;OUI;OUI;2020-03-29T18:35:21+02:00;48.8465255,2.343099;Paris;
12115;Porte de Vincennes;OUI;33;13;20;18;2;OUI;OUI;2020-03-29T18:37:34+02:00;48.846454,2.415514;Paris;
35018;Ancien Canal - Hélène Brion;OUI;23;20;3;2;1;OUI;OUI;2020-03-29T18:36:40+02:00;48.894847993,2.41883385926;Pantin;
5021;Jussieu - Fossés Saint-Bernard;OUI;39;11;28;19;9;OUI;OUI;2020-03-29T18:38:09+02:00;48.84718551,2.35348585993;Paris;
13045;Jean Colly - Tolbiac;OUI;36;27;9;5;4;OUI;OUI;2020-03-29T18:35:30+02:00;48.8278172916,2.37054906785;Paris;
31103;Gare Rosny-Bois-Perrier;OUI;36;27;9;1;8;OUI;OUI;2020-03-29T18:30:34+02:00;48.8811502334,2.48043682426;Rosny-sous-Bois;
20136;Henri Chevreau - Couronnes;OUI;27;25;2;1;1;OUI;OUI;2020-03-29T18:35:35+02:00;48.8703320531,2.3887776956;Paris;
5026;Pascal - Claude Bernard;OUI;49;8;41;30;11;OUI;OUI;2020-03-29T18:34:26+02:00;48.8390619522,2.34997820109;Paris;
7006;Quai Voltaire;OUI;32;18;14;11;3;OUI;OUI;2020-03-29T18:36:20+02:00;48.8589429862,2.33141820471;Paris;
21032;Sèvres-Gallieni;OUI;27;25;2;0;2;OUI;OUI;2020-03-29T18:32:41+02:00;48.837809409,2.22815193236;Boulogne-Billancourt;
17124;Porte de Saint-Ouen - Henri Huchard;OUI;26;22;4;0;4;OUI;OUI;2020-03-29T18:38:01+02:00;48.8987083664,2.32953608036;Paris;
44012;Génie - Mozart;OUI;19;13;6;0;6;OUI;OUI;2020-03-29T18:38:08+02:00;48.7949023812,2.37341836095;Vitry-sur-Seine;
17047;Courcelles - Pierre Demours;OUI;26;20;6;4;2;OUI;OUI;2020-03-29T18:34:41+02:00;48.8837697333,2.29858466343;Paris;
47006;Les Planètes;OUI;16;12;4;2;2;OUI;OUI;2020-03-29T18:33:09+02:00;48.8099849921,2.45808530599;Maisons-Alfort;
20023;Pelleport - Belgrand;OUI;15;10;5;0;5;OUI;OUI;2020-03-29T18:35:47+02:00;48.8650008185,2.40398083638;Paris;
18023;Ordener - Poissonniers;OUI;35;27;8;5;3;OUI;OUI;2020-03-29T18:36:10+02:00;48.8912138908,2.35128866622;Paris;
20016;Pyrénées - Maraîchers;OUI;19;7;12;4;8;OUI;OUI;2020-03-29T18:37:35+02:00;48.857140014,2.40435093641;Paris;
22102;Mont Valérien - Michel Salles;OUI;24;20;4;2;2;OUI;OUI;2020-03-29T18:31:12+02:00;48.8561915,2.2152966;Saint-Cloud;
14030;Pernety - Raymond Losserand;OUI;32;28;4;1;3;OUI;OUI;2020-03-29T18:36:29+02:00;48.834254628,2.31760933939;Paris;
6017;Sénat - Condé;OUI;33;12;21;20;1;OUI;OUI;2020-03-29T18:38:03+02:00;48.8495422779,2.3379394412;Paris;
7008;Villersexel - Saint-Germain;OUI;16;2;14;9;5;OUI;OUI;2020-03-29T18:38:09+02:00;48.8582970012,2.32379347086;Paris;
4101;Bastille - Beaumarchais;OUI;23;10;13;13;0;OUI;OUI;2020-03-29T18:37:52+02:00;48.8538334639,2.36857026815;Paris;
7013;Duroc - Place de Breteuil;OUI;42;25;17;15;2;OUI;OUI;2020-03-29T18:34:40+02:00;48.8474606411,2.31261402369;Paris;
8056;Beaujon - Wagram;OUI;29;28;1;1;0;OUI;OUI;2020-03-29T18:30:11+02:00;48.875352456,2.29644164443;Paris;
32018;Franciade - Gabriel Péri;OUI;26;12;14;10;4;OUI;OUI;2020-03-29T18:36:35+02:00;48.9326149933,2.35595449805;Saint-Denis;
11019;Charonne - Philippe-Auguste;OUI;32;28;4;0;4;OUI;OUI;2020-03-29T18:34:37+02:00;48.855603162,2.39054639062;Paris;
12153;Terroirs de France - Lheureux;OUI;55;23;32;27;5;OUI;OUI;2020-03-29T18:36:53+02:00;48.8321202707,2.38861810416;Paris;
48009;République - Auguste Perret;OUI;30;21;9;5;4;OUI;OUI;2020-03-29T18:36:17+02:00;48.7869528095,2.35185943544;Villejuif;
33104;Square Edmond Pépin;OUI;30;27;3;1;2;OUI;OUI;2020-03-29T18:37:16+02:00;48.8836562069,2.40335315466;Le Pré-Saint-Gervais;
22010;Charles de Gaulle - Louis-Philippe;OUI;28;24;4;2;2;OUI;OUI;2020-03-29T18:33:28+02:00;48.8816213111,2.27128300904;Neuilly-sur-Seine;
20039;Belleville - Couronnes;OUI;50;40;10;5;5;OUI;OUI;2020-03-29T18:38:15+02:00;48.8688310829,2.38098621368;Paris;
13121;Bruneseau - Quai d'Ivry;OUI;48;31;16;11;5;OUI;OUI;2020-03-29T18:37:53+02:00;48.8249456376,2.38856613636;Ivry-sur-Seine;
13011;Hôpital - Campo-Formio;OUI;16;11;5;1;4;OUI;OUI;2020-03-29T18:35:08+02:00;48.835405,2.358218;Paris;
10018;Square Alban Satragne;OUI;30;0;0;0;0;NON;NON;2020-03-29T18:31:52+02:00;48.8753405484,2.35588476062;Paris;
21217;Louis Rolland - République;OUI;26;23;3;1;2;OUI;OUI;2020-03-29T18:36:47+02:00;48.8171088974,2.3193106435;Montrouge;
43010;La Jarry - Place Diderot;OUI;25;24;1;0;1;OUI;OUI;2020-03-29T18:34:41+02:00;48.8497269404,2.45201379061;Vincennes;
15311;Quai du Président Roosevelt - Pont Aval;OUI;30;16;14;11;3;OUI;OUI;2020-03-29T18:32:44+02:00;48.8343883676,2.26568207145;Paris;
15011;Cambronne - Villa Croix Nivert;OUI;62;39;23;21;2;OUI;OUI;2020-03-29T18:38:20+02:00;48.8458475614,2.30175744742;Paris;
1021;Halles - Bourdonnais;OUI;20;11;9;4;5;OUI;OUI;2020-03-29T18:35:35+02:00;48.8604489926,2.3460162431;Paris;
21402;Place Aimé Césaire;OUI;27;26;1;0;1;OUI;OUI;2020-03-29T18:29:45+02:00;48.7831947131,2.24291279912;Clamart;
14032;Mairie du 14ème;OUI;32;30;2;0;2;OUI;OUI;2020-03-29T18:32:08+02:00;48.8325457812,2.32549231499;Paris;
33103;Jean Jaurès - Jules Jacquemin;OUI;24;20;5;2;3;OUI;OUI;2020-03-29T18:35:04+02:00;48.884330536,2.40829024552;Le Pré-Saint-Gervais;
10019;Paradis - Hauteville;OUI;31;15;16;15;1;OUI;OUI;2020-03-29T18:32:55+02:00;48.8749999547,2.35227574019;Paris;
13018;Bruant - Vincent Auriol;OUI;25;11;12;8;4;OUI;OUI;2020-03-29T18:33:22+02:00;48.8348484529,2.36682649963;Paris;
22201;Henri Ravera - Gabriel Péri;OUI;30;23;7;0;7;OUI;OUI;2020-03-29T18:33:46+02:00;48.7972227383,2.3021158576;Bagneux;
11112;Jules Vallès - Charonne;OUI;23;6;17;14;3;OUI;OUI;2020-03-29T18:37:55+02:00;48.8542843799,2.38476745784;Paris;
48004;Maxime Gorki - Louis Aragon;OUI;20;16;4;1;3;OUI;OUI;2020-03-29T18:37:44+02:00;48.7890981473,2.36838787794;Villejuif;
4006;Bourdon - Pont Morland;OUI;52;42;10;9;1;OUI;OUI;2020-03-29T18:34:09+02:00;48.8478103,2.3659356;Paris;
20008;Pyrénées - Avron;OUI;32;23;9;2;7;OUI;OUI;2020-03-29T18:38:16+02:00;48.8532468982,2.40587104453;Paris;
13005;Cordelières - Arago;OUI;46;26;20;10;10;OUI;OUI;2020-03-29T18:37:40+02:00;48.835480719,2.3485724617;Paris;
8028;Arsène Houssaye - Champs-Elysées;OUI;29;22;7;0;7;OUI;OUI;2020-03-29T18:38:20+02:00;48.8734092763,2.29779046029;Paris;
14023;Adolphe Pinard - Victor Hugo;OUI;52;42;10;10;0;OUI;OUI;2020-03-29T18:35:47+02:00;48.8236825875,2.30778437108;Malakoff;
13054;Pau Casals - Neuve Tolbiac;OUI;53;22;31;26;5;OUI;OUI;2020-03-29T18:37:19+02:00;48.8311602,2.3774395;Paris;
48008;Guy Môquet - Parvis Georges Marchais;OUI;30;24;5;0;5;OUI;OUI;2020-03-29T18:36:18+02:00;48.795188401,2.35943466425;Villejuif;
42019;Lampes;OUI;43;22;21;16;5;OUI;OUI;2020-03-29T18:34:34+02:00;48.8115248199,2.40179311484;Ivry-sur-Seine;
20142;Mûriers - Père Lachaise;OUI;20;18;2;0;2;OUI;OUI;2020-03-29T18:28:44+02:00;48.8641305097,2.39164982067;Paris;
20003;Pyrénées - Cours de Vincennes;OUI;21;10;11;9;2;OUI;OUI;2020-03-29T18:33:04+02:00;48.8477967799,2.40617215633;Paris;
23041;Général Leclerc - Bièvre;OUI;25;9;16;10;6;OUI;OUI;2020-03-29T18:37:57+02:00;48.7824144287,2.31666952372;Bourg-la-Reine;
11111;Léon Frot - Charonne;OUI;19;4;15;10;5;OUI;OUI;2020-03-29T18:31:46+02:00;48.8549638003,2.38721708537;Paris;
18010;Riquet - Marx Dormoy;OUI;29;24;4;3;1;OUI;OUI;2020-03-29T18:31:21+02:00;48.890210037,2.36017562449;Paris;
13028;Gouthière - Poterne des Peupliers;OUI;33;28;4;1;3;OUI;OUI;2020-03-29T18:35:44+02:00;48.820507,2.351342;Paris;
12102;Bercy - Traversiére;OUI;30;8;22;17;5;OUI;OUI;2020-03-29T18:35:06+02:00;48.8461926426,2.37038008869;Paris;
13120;Pierre Joseph Desault;OUI;19;5;14;13;1;OUI;OUI;2020-03-29T18:37:54+02:00;48.821102308,2.3787754029;Paris;
35013;Guillaume Tell - Parc Henri Barbusse;OUI;20;14;6;2;4;OUI;OUI;2020-03-29T18:32:09+02:00;48.8895892589,2.41988629103;Pantin;
42205;Place Aristide Briand;OUI;35;29;6;6;0;OUI;OUI;2020-03-29T18:35:42+02:00;48.8218923658,2.41300374269;Charenton-le-Pont;
21027;Fief - République;OUI;25;19;6;4;2;OUI;OUI;2020-03-29T18:33:10+02:00;48.8317088817,2.25577197969;Boulogne-Billancourt;
6020;Place Saint-André des Arts;OUI;37;20;17;11;6;OUI;OUI;2020-03-29T18:37:46+02:00;48.8528861739,2.34265442938;Paris;
6009;Guynemer - Jardin du Luxembourg;OUI;36;27;9;8;1;OUI;OUI;2020-03-29T18:38:22+02:00;48.8466127,2.3325478;Paris;
10013;Alibert - Jemmapes;OUI;60;33;27;25;2;OUI;OUI;2020-03-29T18:38:13+02:00;48.871044052,2.36610446199;Paris;
17038;Grande Armée - Brunel;OUI;62;53;9;5;4;OUI;OUI;2020-03-29T18:35:39+02:00;48.876116,2.288124;Paris;
8009;Gare Saint-Lazare - Isly;OUI;27;15;12;7;5;OUI;OUI;2020-03-29T18:37:34+02:00;48.8747776776,2.32651580478;Paris;
19105;Ambroise Rendu - Porte Brunet;OUI;17;13;3;1;2;OUI;OUI;2020-03-29T18:34:32+02:00;48.883667,2.395733;Paris;
5018;Mutualité;OUI;37;4;33;28;5;OUI;OUI;2020-03-29T18:36:49+02:00;48.8482255727,2.35028732568;Paris;
14020;Cimetière de Montrouge;OUI;58;53;5;2;3;OUI;OUI;2020-03-29T18:36:48+02:00;48.822009,2.322188699;Paris;
31022;Mairie de Montreuil;OUI;52;41;11;8;3;OUI;OUI;2020-03-29T18:37:52+02:00;48.8613145276,2.44061440229;Montreuil;
18028;Championnet - Vauvenargues;OUI;33;16;17;13;4;OUI;OUI;2020-03-29T18:38:12+02:00;48.8940187474,2.33198728412;Paris;
15201;Place Amédée Gordini - Lefebvre;NON;0;0;0;0;0;NON;NON;2020-02-04T10:32:28+01:00;48.8306173775,2.29206342083;Paris;
18046;Etienne Jodelle - Saint Ouen;OUI;33;28;5;1;4;OUI;OUI;2020-03-29T18:37:27+02:00;48.8879401639,2.32612442031;Paris;
15109;Cevennes - Bergers;OUI;29;28;1;1;0;OUI;OUI;2020-03-29T18:33:21+02:00;48.8424076513,2.28103771806;Paris;
21209;Molière - République;OUI;30;24;6;1;5;OUI;OUI;2020-03-29T18:33:26+02:00;48.8111158139,2.31457386244;Montrouge;
21403;Gare de Clamart;OUI;14;14;0;0;0;OUI;OUI;2020-03-29T18:36:14+02:00;48.813835356,2.27227896452;Clamart;
2111;Chabanais - Petits Champs;NON;0;0;0;0;0;NON;NON;2019-10-10T10:34:34+02:00;48.867281,2.336729;Paris;
6013;Jacques Callot - Mazarine;OUI;28;14;13;7;6;OUI;OUI;2020-03-29T18:38:13+02:00;48.8552801753,2.3375743255;Paris;
16111;Faustin Hélie - Desbordes-Valmore;OUI;33;29;4;2;2;OUI;OUI;2020-03-29T18:37:47+02:00;48.859403,2.276522;Paris;
11040;Temple - Jean-Pierre Timbaud;OUI;36;20;16;11;5;OUI;OUI;2020-03-29T18:37:47+02:00;48.864465972,2.36605972052;Paris;
18141;Clignancourt - Sofia;OUI;19;16;3;3;0;OUI;OUI;2020-03-29T18:37:51+02:00;48.8851199231,2.34719488842;Paris;
12001;Bastille - Biscornet;OUI;62;31;31;30;1;OUI;OUI;2020-03-29T18:37:00+02:00;48.8513557796,2.36922003329;Paris;
31705;Champeaux - Gallieni;OUI;50;42;8;7;1;OUI;OUI;2020-03-29T18:30:28+02:00;48.8644591347,2.41617780179;Bagnolet;
33001;Victor Hugo - Magasins Généraux;OUI;34;23;11;4;7;OUI;OUI;2020-03-29T18:34:04+02:00;48.9032814011,2.36807238311;Aubervilliers;
43006;Vignerons - Minimes;OUI;29;19;10;9;1;OUI;OUI;2020-03-29T18:38:21+02:00;48.841486,2.430793;Vincennes;
16006;Lauriston - Copernic;OUI;19;14;5;0;5;OUI;OUI;2020-03-29T18:34:56+02:00;48.86926,2.289918;Paris;
10015;Lucien Sampaix - Récollets;OUI;46;28;17;16;1;OUI;OUI;2020-03-29T18:38:06+02:00;48.8743303776,2.36212290823;Paris;
41207;Place du Général de Gaulle;OUI;28;22;6;0;6;OUI;OUI;2020-03-29T18:34:05+02:00;48.8525288,2.4877332;Fontenay-sous-Bois;
6018;Michelet - Assas;OUI;18;13;5;3;2;OUI;OUI;2020-03-29T18:33:24+02:00;48.8427415028,2.3350211978;Paris;
6107;Place Alphonse Deville;OUI;23;15;8;6;2;OUI;OUI;2020-03-29T18:31:45+02:00;48.8501882627,2.32759617269;Paris;
6103;Mézières - Rennes;OUI;55;32;23;19;4;OUI;OUI;2020-03-29T18:38:21+02:00;48.8502345932,2.33038198203;Paris;
11020;Belfort - Voltaire;OUI;39;24;14;13;1;OUI;OUI;2020-03-29T18:38:05+02:00;48.8563358,2.3829901;Paris;
18109;Pajol - Riquet;OUI;47;42;5;4;1;OUI;OUI;2020-03-29T18:35:09+02:00;48.8896002813,2.36285347492;Paris;
16021;François Ponsard - La Muette;OUI;23;19;4;0;4;OUI;OUI;2020-03-29T18:31:23+02:00;48.8583666,2.2744515;Paris;
15031;Théâtre - Lourmel;OUI;53;34;19;15;4;OUI;OUI;2020-03-29T18:38:11+02:00;48.8482070398,2.28986587375;Paris;
12004;Traversière - Ledru-Rollin;OUI;34;3;30;26;4;OUI;OUI;2020-03-29T18:37:08+02:00;48.8507358241,2.37587011171;Paris;
4013;Vieille du Temple - Francs Bourgeois;OUI;29;14;15;9;6;OUI;OUI;2020-03-29T18:37:22+02:00;48.8582564134,2.35821794719;Paris;
8015;Roquépine - Malesherbes;OUI;37;16;21;18;3;OUI;OUI;2020-03-29T18:38:08+02:00;48.8734507339,2.32040449977;Paris;
12033;François Truffaut - Saint Emilion;OUI;66;42;24;23;1;OUI;OUI;2020-03-29T18:34:35+02:00;48.8337235434,2.38660190327;Paris;
16101;Malakoff - Place de la Porte Maillot;OUI;31;31;0;0;0;NON;NON;2020-03-01T22:53:17+01:00;48.8767334966,2.28345774114;Paris;
13126;Place Nationale - Château-des-Rentiers;OUI;18;11;7;4;3;OUI;OUI;2020-03-29T18:35:08+02:00;48.829566,2.365053;Paris;
15103;Cauchy - Cévennes;OUI;51;26;25;15;10;OUI;OUI;2020-03-29T18:36:54+02:00;48.843372571,2.27513283491;Paris;
4002;Marché aux fleurs;OUI;23;9;14;10;4;OUI;OUI;2020-03-29T18:36:38+02:00;48.8552581154,2.34737545252;Paris;
4020;Place Edmond Michelet;OUI;23;5;16;11;5;OUI;OUI;2020-03-29T18:36:45+02:00;48.8601348905,2.3500636965;Paris;
51002;Placette Grégoire Collas;OUI;25;19;6;2;4;OUI;OUI;2020-03-29T18:29:48+02:00;48.94342014,2.24874760956;Argenteuil;
10151;Gare du Nord - Faubourg Saint-Denis;OUI;28;24;4;1;3;OUI;OUI;2020-03-29T18:34:06+02:00;48.8796127655,2.35684029758;Paris;
13025;Place de Rungis;OUI;32;23;9;6;3;OUI;OUI;2020-03-29T18:34:45+02:00;48.8224559476,2.34738272948;Paris;
9034;Godot de Mauroy - Madeleine;OUI;22;5;17;13;4;OUI;OUI;2020-03-29T18:36:01+02:00;48.869789,2.326347;Paris;
15127;Place Charles Michels;OUI;37;23;14;13;1;OUI;OUI;2020-03-29T18:37:50+02:00;48.846401,2.28502;Paris;
20105;Benoît Frachon - République;OUI;30;19;11;7;4;OUI;OUI;2020-03-29T18:37:20+02:00;48.8523072901,2.41560548544;Paris;
23102;Hôtel de Ville;OUI;32;20;11;9;2;OUI;OUI;2020-03-29T18:34:32+02:00;48.8243635613,2.21310473979;Sèvres;
20034;Sorbier - Ménilmontant;OUI;24;22;2;2;0;OUI;OUI;2020-03-29T18:34:16+02:00;48.8685423957,2.38977212459;Paris;
20104;Louis Lumière;OUI;22;18;4;3;1;OUI;OUI;2020-03-29T18:36:26+02:00;48.8621619807,2.41112578186;Paris;
21309;Mairie d'Issy;OUI;41;19;22;19;3;OUI;OUI;2020-03-29T18:37:10+02:00;48.8237677925,2.27231115103;Issy-les-Moulineaux;
