Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
17123;Clichy - Lechapelais;NON;0;0;0;0;0;NON;NON;2019-10-10T10:58:39+02:00;48.8993920671,2.33194202185;Paris;
31027;Place de la République;OUI;28;22;6;2;4;OUI;OUI;2020-03-29T18:37:52+02:00;48.852988,2.42467;Montreuil;
9117;Bellefond - Maubeuge;OUI;31;26;5;2;3;OUI;OUI;2020-03-29T18:34:49+02:00;48.8782553976,2.34526421875;Paris;
35003;Gabrielle Josserand - Edouard Vaillant;OUI;25;9;16;3;13;OUI;OUI;2020-03-29T18:37:39+02:00;48.9027156626,2.39332705736;Pantin;
35014;Charles de Gaulle - Jean Lolive;OUI;26;21;5;2;3;OUI;OUI;2020-03-29T18:30:46+02:00;48.8932644351,2.4126765132;Pantin;
19127;Aubervilliers - Curial;OUI;23;13;2;1;1;OUI;OUI;2020-03-29T18:38:12+02:00;48.8908830523,2.36885793507;Paris;
8013;Marignan - Champs-Elysées;OUI;35;4;16;11;5;OUI;OUI;2020-03-29T18:31:51+02:00;48.8694956612,2.3066138139;Paris;
9017;Lallier - Trudaine;OUI;29;27;2;1;1;OUI;OUI;2020-03-29T18:30:58+02:00;48.8810924662,2.34082248062;Paris;
16112;Chernoviz - Raynouard;OUI;37;29;8;4;4;OUI;OUI;2020-03-29T18:37:36+02:00;48.8569864146,2.28217321814;Paris;
18138;Ney - Charles Hermite;OUI;20;20;0;0;0;OUI;OUI;2020-03-29T18:31:42+02:00;48.8987480398,2.3645754531;Paris;
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;30;4;2;2;OUI;OUI;2020-03-29T18:30:12+02:00;48.875022,2.370478;Paris;
21004;Jean Jaurès - Reine;OUI;31;10;21;12;9;OUI;OUI;2020-03-29T18:37:42+02:00;48.8400962256,2.2398725152;Boulogne-Billancourt;
9013;Mairie du 9ème;OUI;24;3;21;18;3;OUI;OUI;2020-03-29T18:36:52+02:00;48.8732671376,2.34075344805;Paris;
12150;Bastille - Quai de la Rapée;OUI;27;11;15;10;5;OUI;OUI;2020-03-29T18:35:24+02:00;48.8468241086,2.36693646759;Paris;
13027;Mazagran - Pierre de Coubertin;OUI;15;10;5;4;1;OUI;OUI;2020-03-29T18:34:46+02:00;48.8162186403,2.34422687441;Paris;
21708;Marcel Yol - Jullien;OUI;30;28;3;2;1;OUI;OUI;2020-03-29T18:37:41+02:00;48.825376118,2.28723501806;Vanves;
44002;Paul Vaillant-Couturier - Gare RER;OUI;26;12;14;2;12;OUI;OUI;2020-03-29T18:36:27+02:00;48.8010815907,2.40209721029;Vitry-sur-Seine;
20108;Jardin de l'Hospice Debrousse;OUI;23;12;11;8;3;OUI;OUI;2020-03-29T18:33:58+02:00;48.8614510619,2.40568600595;Paris;
17023;Porte d'Asnières;OUI;36;27;9;3;6;OUI;OUI;2020-03-29T18:35:41+02:00;48.8903581761,2.30362862349;Paris;
13032;Italie - Jardin Joan Miro;OUI;26;22;4;1;3;OUI;OUI;2020-03-29T18:32:25+02:00;48.8199091405,2.3592948541;Paris;
22408;Place du 14 Juillet;OUI;22;18;4;2;2;OUI;OUI;2020-03-29T18:36:29+02:00;48.8193351737,2.30044752359;Malakoff;
18007;Goutte d'or - Barbès;OUI;20;16;4;1;3;OUI;OUI;2020-03-29T18:36:40+02:00;48.8851243236,2.34969623387;Paris;
19128;Quai de l'Oise - Aisne;OUI;30;22;8;6;2;OUI;OUI;2020-03-29T18:37:32+02:00;48.8906231,2.3833701;Paris;
18006;Square Louise Michel;OUI;36;32;4;0;4;OUI;OUI;2020-03-29T18:32:53+02:00;48.8846873545,2.34413869679;Paris;
44005;Place Saint-Just;OUI;22;11;11;3;8;OUI;OUI;2020-03-29T18:31:23+02:00;48.7903795187,2.38952267915;Vitry-sur-Seine;
12026;Place Ginette Hamelin;OUI;51;23;28;19;9;OUI;OUI;2020-03-29T18:31:59+02:00;48.837853,2.382064;Paris;
5115;Buffon - Jardin des Plantes;OUI;30;22;8;4;4;OUI;OUI;2020-03-29T18:35:36+02:00;48.8426684661,2.36185871065;Paris;
20015;Bagnolet - Orteaux;OUI;36;28;8;2;6;OUI;OUI;2020-03-29T18:35:43+02:00;48.8570864103,2.39841252565;Paris;
6022;Marché Saint-Germain;OUI;21;14;7;7;0;OUI;OUI;2020-03-29T18:36:42+02:00;48.8516562586,2.33550030738;Paris;
13052;Leredde - Tolbiac;OUI;44;27;17;14;3;OUI;OUI;2020-03-29T18:32:38+02:00;48.8288762966,2.37443827093;Paris;
16019;Porte de la Muette;OUI;36;31;5;1;4;OUI;OUI;2020-03-29T18:34:11+02:00;48.8630231784,2.26871881702;Paris;
10038;Place du Colonel Fabien;OUI;27;9;18;8;10;OUI;OUI;2020-03-29T18:30:03+02:00;48.8775683209,2.36987918615;Paris;
20001;Place de la Nation - Charonne;OUI;36;19;17;14;3;OUI;OUI;2020-03-29T18:37:59+02:00;48.8483646678,2.39976238598;Paris;
41405;Place de l'Europe;OUI;24;18;6;1;5;OUI;OUI;2020-03-29T18:36:38+02:00;48.7891370241,2.42848008871;Alfortville;
19130;Place Paul Delouvrier;NON;26;26;0;0;0;NON;NON;2019-05-02T10:16:40+02:00;48.8920258128,2.38515939564;Paris;
2009;Filles Saint-Thomas - Place de la Bourse;OUI;58;48;10;8;2;OUI;OUI;2020-03-29T18:37:05+02:00;48.8688998909,2.33975438452;Paris;
1024;Coquillière - Louvre;OUI;21;13;8;7;1;OUI;OUI;2020-03-29T18:36:58+02:00;48.8637959097,2.34257362783;Paris;
21011;Silly - Louis Blériot;OUI;23;17;6;6;0;OUI;OUI;2020-03-29T18:37:26+02:00;48.8321904537,2.23401993513;Boulogne-Billancourt;
19121;Belleville -  Pré Saint-Gervais;OUI;21;19;2;0;2;OUI;OUI;2020-03-29T18:30:02+02:00;48.8755659101,2.39304609597;Paris;
48002;LCL Campus - Place Oscar Niemeyer;OUI;37;36;1;0;1;OUI;OUI;2020-03-29T18:29:19+02:00;48.8053424806,2.36398369074;Villejuif;
5033;Saint-Séverin - Saint-Michel;OUI;30;16;14;13;1;OUI;OUI;2020-03-29T18:37:47+02:00;48.8527313055,2.34409276396;Paris;
15120;Colonel Pierre Avia;OUI;29;19;10;8;2;OUI;OUI;2020-03-29T18:36:29+02:00;48.8296843301,2.27534258685;Paris;
21207;Verdier - République;OUI;29;27;2;0;2;OUI;OUI;2020-03-29T18:36:36+02:00;48.8154037663,2.31739372015;Montrouge;
18018;Carpeaux - Place Jacques Froment;OUI;19;14;5;4;1;OUI;OUI;2020-03-29T18:36:54+02:00;48.8906542,2.3309428;Paris;
5031;Lacépède - Linné;OUI;54;46;7;5;2;OUI;OUI;2020-03-29T18:36:55+02:00;48.8437035477,2.35465127975;Paris;
14014;Jourdan - Stade Charléty;OUI;60;56;3;1;2;OUI;OUI;2020-03-29T18:33:54+02:00;48.8194283334,2.34333537519;Paris;
6108;Saint-Romain - Cherche-Midi;OUI;17;11;6;3;3;OUI;OUI;2020-03-29T18:37:25+02:00;48.8470815908,2.32137478888;Paris;
25006;Place Nelson Mandela;OUI;22;16;6;0;6;OUI;OUI;2020-03-29T18:37:05+02:00;48.8620909377,2.19657629728;Rueil-Malmaison;
10105;Mazagran - Bonne Nouvelle;OUI;25;25;0;0;0;NON;NON;2020-02-17T03:05:35+01:00;48.870278,2.351281;Paris;
20143;Ramponeau - Belleville;OUI;44;37;7;3;4;OUI;OUI;2020-03-29T18:37:51+02:00;48.8710311376,2.37905685211;Paris;
17044;Porte de Saint-Ouen - Bessières;OUI;42;32;9;1;8;OUI;OUI;2020-03-29T18:38:03+02:00;48.8979224085,2.32851451022;Paris;
6006;Notre-Dame-des-Champs - Stanislas;OUI;19;17;2;1;1;OUI;OUI;2020-03-29T18:29:40+02:00;48.8447992886,2.32933775589;Paris;
33102;Gabriel Péri - Francisco Ferrer;OUI;18;14;6;2;4;OUI;OUI;2020-03-29T18:32:22+02:00;48.8863371024,2.40733891726;Le Pré-Saint-Gervais;
8045;Place de la Reine Astrid;OUI;58;48;10;4;6;OUI;OUI;2020-03-29T18:37:50+02:00;48.8649209825,2.30254918239;Paris;
44013;Edouard Tremblay - Julian Grimau;OUI;30;22;8;1;7;OUI;OUI;2020-03-29T18:37:25+02:00;48.7813838251,2.37235084176;Vitry-sur-Seine;
48010;Karl Marx;OUI;16;12;4;1;3;OUI;OUI;2020-03-29T18:33:51+02:00;48.7845279373,2.36466679795;Villejuif;
9014;Faubourg Montmartre - La Fayette;OUI;35;2;33;29;4;OUI;OUI;2020-03-29T18:35:17+02:00;48.8752545491,2.3408536613;Paris;
10014;Marseille - Beaurepaire;OUI;55;40;15;11;4;OUI;OUI;2020-03-29T18:36:16+02:00;48.871624307,2.36392650827;Paris;
42010;Mairie d'Ivry-sur-Seine;OUI;53;22;31;26;5;OUI;OUI;2020-03-29T18:36:58+02:00;48.8105712097,2.38428264856;Ivry-sur-Seine;
11042;Grand Prieuré - Crussol;OUI;49;29;20;15;5;OUI;OUI;2020-03-29T18:37:31+02:00;48.8646606279,2.36922655318;Paris;
92008;Hôtel de Ville de Nanterre;OUI;38;28;10;9;1;OUI;OUI;2020-03-29T18:35:54+02:00;48.8923718983,2.20554895699;Nanterre;
12009;Charenton - Diderot;OUI;18;11;7;3;4;OUI;OUI;2020-03-29T18:38:08+02:00;48.8461714612,2.37930681556;Paris;
11007;Jean Macé - Faidherbe;OUI;63;42;21;13;8;OUI;OUI;2020-03-29T18:35:42+02:00;48.8533754843,2.38286208361;Paris;
21305;Place Jacques Madaule;OUI;25;10;15;7;8;OUI;OUI;2020-03-29T18:36:50+02:00;48.8239337873,2.26069182158;Issy-les-Moulineaux;
28001;Richard Wallace - Place du 8 Mai 1945;OUI;30;12;18;13;5;OUI;OUI;2020-03-29T18:37:23+02:00;48.8786679479,2.24203437567;Puteaux;
24002;Gare de Courbevoie;OUI;36;28;8;6;2;OUI;OUI;2020-03-29T18:31:56+02:00;48.8993867,2.2506506;Courbevoie;
5119;Jussieu - Guy de la Brosse;OUI;40;35;5;5;0;OUI;OUI;2020-03-29T18:35:27+02:00;48.845665,2.355653;Paris;
14001;Edgar Quinet - Gaité;OUI;27;16;11;10;1;OUI;OUI;2020-03-29T18:37:31+02:00;48.841160929,2.32459545135;Paris;
14104;Boyer-Barret - Raymond Losserand;OUI;23;20;3;1;2;OUI;OUI;2020-03-29T18:37:15+02:00;48.8332988023,2.31733839959;Paris;
8012;Batignolles - Place de Clichy;OUI;47;43;4;2;2;OUI;OUI;2020-03-29T18:38:11+02:00;48.8834745358,2.32649311423;Paris;
18020;Francoeur - Marcadet;OUI;20;17;3;0;3;OUI;OUI;2020-03-29T18:30:10+02:00;48.8910412326,2.34001458544;Paris;
32012;Carrefour Pleyel;OUI;36;25;11;4;7;OUI;OUI;2020-03-29T18:36:39+02:00;48.9203415696,2.34385438263;Saint-Denis;
17027;Place du Maréchal Juin - Péreire;OUI;46;35;10;9;1;OUI;OUI;2020-03-29T18:36:41+02:00;48.885263,2.298286;Paris;
22101;Gare Routière de Saint Cloud;OUI;31;15;16;9;7;OUI;OUI;2020-03-29T18:38:17+02:00;48.842881839,2.22224503756;Saint-Cloud;
18025;Mairie du 18ème;OUI;40;27;13;8;5;OUI;OUI;2020-03-29T18:37:21+02:00;48.8929392969,2.34455108643;Paris;
20021;Indre - Prairies;OUI;38;32;6;0;6;OUI;OUI;2020-03-29T18:28:48+02:00;48.8625439851,2.40329045802;Paris;
9031;Provence - Chaussée d'Antin;OUI;25;18;7;4;3;OUI;OUI;2020-03-29T18:38:22+02:00;48.8742844754,2.33297651156;Paris;
47005;Ecole Vétérinaire;OUI;36;28;8;2;6;OUI;OUI;2020-03-29T18:36:41+02:00;48.8148885982,2.42243621578;Maisons-Alfort;
16027;Mozart - Jasmin;OUI;62;45;17;13;4;OUI;OUI;2020-03-29T18:35:49+02:00;48.8528612487,2.26848357065;Paris;
32015;Gare RER de Saint-Denis;OUI;40;32;8;4;4;OUI;OUI;2020-03-29T18:33:28+02:00;48.9355432425,2.34714880586;Saint-Denis;
5121;Square René Viviani - Montebello;OUI;34;27;7;3;4;OUI;OUI;2020-03-29T18:33:45+02:00;48.8519048914,2.34784215689;Paris;
16029;Maison de Radio - France;OUI;47;31;16;13;3;OUI;OUI;2020-03-29T18:30:33+02:00;48.8513288643,2.27778553963;Paris;
42703;Fontainebleau - Edmond Michelet;OUI;45;38;7;5;2;OUI;OUI;2020-03-29T18:37:59+02:00;48.8095643684,2.36269086599;Le Kremlin-Bicêtre;
10036;Aqueduc - Villette;OUI;28;18;10;3;7;OUI;OUI;2020-03-29T18:35:02+02:00;48.8838860639,2.36719880331;Paris;
12161;Diderot - Reuilly;OUI;44;16;27;23;4;OUI;OUI;2020-03-29T18:36:43+02:00;48.8472084561,2.38612733781;Paris;
13113;Vistule - Choisy;OUI;33;22;10;5;5;OUI;OUI;2020-03-29T18:37:25+02:00;48.8236554366,2.36157238483;Paris;
19030;Melun - Jean Jaurès;OUI;28;25;3;1;2;OUI;OUI;2020-03-29T18:38:09+02:00;48.8837796723,2.37647742033;Paris;
17005;Brochant - Clichy;OUI;53;44;9;7;2;OUI;OUI;2020-03-29T18:36:27+02:00;48.8903299891,2.31973055993;Paris;
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;21;3;1;2;OUI;OUI;2020-03-29T18:29:07+02:00;48.8217722795,2.31315582991;Malakoff;
31026;Demi-Lune - Aristide Briand;OUI;20;11;9;6;3;OUI;OUI;2020-03-29T18:33:25+02:00;48.8762638192,2.4562818557;Montreuil;
16007;Longchamp - Place d'Iéna;OUI;40;24;16;11;5;OUI;OUI;2020-03-29T18:37:44+02:00;48.8649172334,2.29267481714;Paris;
10153;Gare du Nord - Denain;OUI;20;14;6;3;3;OUI;OUI;2020-03-29T18:34:51+02:00;48.8795957876,2.35447257757;Paris;
15072;Place Fernand Forest;OUI;33;24;9;8;1;OUI;OUI;2020-03-29T18:37:54+02:00;48.8492691438,2.28186316788;Paris;
42004;Westermeyer - Paul Vaillant-Couturier;OUI;25;20;4;0;4;OUI;OUI;2020-03-29T18:37:46+02:00;48.8191161816,2.39666372538;Ivry-sur-Seine;
15064;Javel - André Citroën;OUI;45;8;37;34;3;OUI;OUI;2020-03-29T18:37:09+02:00;48.8462764855,2.27863680571;Paris;
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;36;17;19;16;3;OUI;OUI;2020-03-29T18:37:43+02:00;48.8981970226,2.29384801797;Levallois-Perret;
17111;Lemercier - Cardinet;OUI;24;10;14;7;7;OUI;OUI;2020-03-29T18:37:10+02:00;48.8900971689,2.3173776269;Paris;
17106;Berthier - Porte de Clichy;NON;0;0;0;0;0;NON;NON;2019-02-14T10:23:11+01:00;48.8943023236,2.31256279563;Paris;
2108;Vivienne - Montmartre;OUI;39;38;1;1;0;OUI;OUI;2020-03-29T18:34:33+02:00;48.8713475974,2.34145883471;Paris;
12101;Charenton - Prague;OUI;26;12;14;8;6;OUI;OUI;2020-03-29T18:37:40+02:00;48.84817513,2.37635844943;Paris;
14011;Place des Droits de l'Enfant;OUI;24;23;1;0;1;OUI;OUI;2020-03-29T18:37:40+02:00;48.8274804,2.3319217;Paris;
15001;Gare Montparnasse - Arrivée;OUI;43;27;16;11;5;OUI;OUI;2020-03-29T18:37:33+02:00;48.8438279943,2.32258111238;Paris;
9009;Square Montholon;OUI;21;8;13;10;3;OUI;OUI;2020-03-29T18:37:52+02:00;48.8766203775,2.34576411545;Paris;
18034;Leibniz - Jean Dollfus;OUI;32;18;14;7;7;OUI;OUI;2020-03-29T18:37:41+02:00;48.8963283485,2.33339042383;Paris;
23702;Hôtel de Ville de Chaville;OUI;20;17;3;2;1;OUI;OUI;2020-03-29T18:32:30+02:00;48.8088714909,2.18813404441;Chaville;
2021;Cléry - Montmartre;OUI;44;32;11;11;0;OUI;OUI;2020-03-29T18:35:42+02:00;48.867458,2.3445211;Paris;
18136;Poulet - Barbès;OUI;20;18;2;1;1;OUI;OUI;2020-03-29T18:35:38+02:00;48.887148,2.349064;Paris;
41208;Alouettes - Maréchal de Lattre de Tassigny;OUI;22;11;11;1;10;OUI;OUI;2020-03-29T18:31:59+02:00;48.8551100929,2.49307002872;Fontenay-sous-Bois;
4009;Village Saint-Paul;OUI;28;17;9;8;1;OUI;OUI;2020-03-29T18:38:12+02:00;48.8526398666,2.3607301712;Paris;
42704;Mairie du Kremlin-Bicêtre;OUI;25;17;8;2;6;OUI;OUI;2020-03-29T18:30:41+02:00;48.8119198154,2.35701899976;Le Kremlin-Bicêtre;
12166;Parc Floral du Bel Air;NON;0;0;0;0;0;NON;NON;2019-03-21T10:51:43+01:00;48.8399190566,2.4383802345;Paris;
22601;Marx Dormoy - Château Sainte-Barbe;OUI;22;13;9;2;7;OUI;OUI;2020-03-29T18:36:38+02:00;48.7905825118,2.2983071208;Fontenay-aux-Roses;
1015;Place André Malraux;OUI;19;9;10;6;4;OUI;OUI;2020-03-29T18:36:21+02:00;48.8639251587,2.33562268317;Paris;
23303;Gare de Robinson;OUI;30;25;5;1;4;OUI;OUI;2020-03-29T18:33:46+02:00;48.780744,2.282123;Sceaux;
13024;Bobillot - Tolbiac;OUI;33;9;24;23;1;OUI;OUI;2020-03-29T18:37:54+02:00;48.8255961335,2.3502041772;Paris;
44010;8 Mai 1945 - 10 Juillet 1940;NON;30;30;0;0;0;NON;NON;2019-05-17T12:08:17+02:00;48.7845670297,2.39790357649;Vitry-sur-Seine;
41605;Général De Gaulle - Vivien;OUI;22;12;10;9;1;OUI;OUI;2020-03-29T18:37:24+02:00;48.8360742009,2.41891667247;Saint-Mandé;
12122;Bois de Vincennes - Polygone;OUI;51;38;13;9;4;OUI;OUI;2020-03-29T18:38:02+02:00;48.8354449162,2.43142108144;Paris;
20033;Etienne Dolet - Place Maurice Chevalier;OUI;33;25;8;8;0;OUI;OUI;2020-03-29T18:37:24+02:00;48.8679830336,2.38514053111;Paris;
14108;Le Brix et Mesmin - Jourdan;OUI;21;19;2;2;0;OUI;OUI;2020-03-29T18:32:23+02:00;48.8223409659,2.3278616533;Paris;
42027;Verdun - Pierre et Marie Curie;NON;0;0;0;0;0;NON;NON;2019-09-16T11:07:50+02:00;48.8127388528,2.37079328705;Ivry-sur-Seine;
21216;Louis Lejeune - Barbès;OUI;25;22;3;1;2;OUI;OUI;2020-03-29T18:31:42+02:00;48.8180741898,2.32670098543;Montrouge;
14013;Liard - Amiral Mouchez;OUI;14;13;1;1;0;OUI;OUI;2020-03-29T18:31:06+02:00;48.8214169,2.342167;Paris;
14002;Edgar Quinet - Raspail;OUI;46;26;20;7;13;OUI;OUI;2020-03-29T18:37:20+02:00;48.8394026667,2.32971478254;Paris;
10027;Dunkerque - Alsace;OUI;18;5;13;10;3;OUI;OUI;2020-03-29T18:34:29+02:00;48.879355,2.358379;Paris;
9002;Abbeville - Faubourg Poissonnière;OUI;14;9;5;3;2;OUI;OUI;2020-03-29T18:37:49+02:00;48.879223,2.349147;Paris;
9028;Moncey - Blanche;OUI;17;10;7;3;4;OUI;OUI;2020-03-29T18:30:05+02:00;48.8800658747,2.33108103275;Paris;
19015;Thionville - Ourcq;OUI;24;17;7;3;4;OUI;OUI;2020-03-29T18:37:30+02:00;48.8891761374,2.38336533308;Paris;
14106;Marc Sangnier - Porte de Vanves;OUI;21;17;4;4;0;OUI;OUI;2020-03-29T18:28:54+02:00;48.8252186836,2.31071166694;Paris;
35010;Hoche - Jean Lolive;OUI;24;20;4;2;2;OUI;OUI;2020-03-29T18:35:29+02:00;48.891102392,2.40284353495;Pantin;
5124;Ulm - Louis Thuillier;OUI;24;23;0;0;0;OUI;OUI;2020-03-29T18:37:37+02:00;48.8426437527,2.34459467232;Paris;
41202;Gare Rer de Fontenay sous Bois;OUI;62;46;16;13;3;OUI;OUI;2020-03-29T18:36:27+02:00;48.8436279,2.4630465;Fontenay-sous-Bois;
16008;Galilée - Kléber;OUI;33;23;10;9;1;OUI;OUI;2020-03-29T18:32:06+02:00;48.8674118657,2.29078138011;Paris;
14021;Place de la Porte de Châtillon;OUI;59;55;4;2;2;OUI;OUI;2020-03-29T18:33:12+02:00;48.8242469,2.3186306;Paris;
32602;Mairie des Lilas;OUI;47;37;10;0;10;OUI;OUI;2020-03-29T18:35:29+02:00;48.8792834,2.4160182;Les Lilas;
41102;Gare de Laplace;OUI;43;34;9;4;5;OUI;OUI;2020-03-29T18:30:06+02:00;48.8089319911,2.33494609594;Arcueil;
42707;Place Jean-Baptiste Clément;OUI;25;19;6;3;3;OUI;OUI;2020-03-29T18:29:41+02:00;48.8124046687,2.36170917749;Le Kremlin-Bicêtre;
16034;Porte d'Auteuil;OUI;33;7;26;16;10;OUI;OUI;2020-03-29T18:35:56+02:00;48.8479394142,2.26083967835;Paris;
19019;Petit - Manin;OUI;22;16;6;2;4;OUI;OUI;2020-03-29T18:33:23+02:00;48.8865068753,2.39381554013;Paris;
32014;Place du Cornillon - Stade de France;OUI;34;19;15;8;7;OUI;OUI;2020-03-29T18:37:25+02:00;48.9254069584,2.36444268376;Saint-Denis;
1002;Victoria - Place du Chatelet;OUI;22;7;15;9;6;OUI;OUI;2020-03-29T18:37:46+02:00;48.8579925915,2.34691679478;Paris;
16032;Eglise d'Auteuil;OUI;21;4;17;12;5;OUI;OUI;2020-03-29T18:37:46+02:00;48.8474984177,2.26848387135;Paris;
21306;Place Lafayette;OUI;62;41;20;19;1;OUI;OUI;2020-03-29T18:35:03+02:00;48.8296549755,2.26386755705;Issy-les-Moulineaux;
17121;Square des Epinettes;OUI;20;14;6;3;3;OUI;OUI;2020-03-29T18:36:52+02:00;48.8938390978,2.32595399022;Paris;
8001;Petit Palais;OUI;43;23;20;17;3;OUI;OUI;2020-03-29T18:37:58+02:00;48.8667692,2.3157655;Paris;
14028;Alésia - Suisses;OUI;47;22;25;12;13;OUI;OUI;2020-03-29T18:33:33+02:00;48.8316825207,2.3149869226;Paris;
9012;Rougemont - Poissonnière;OUI;30;22;8;5;3;OUI;OUI;2020-03-29T18:37:48+02:00;48.8716115694,2.34587308019;Paris;
19031;Manin - Crimée;OUI;23;21;2;1;1;OUI;OUI;2020-03-29T18:37:49+02:00;48.8831217744,2.38636706024;Paris;
1016;Thérèse - Opéra;OUI;25;12;13;11;2;OUI;OUI;2020-03-29T18:35:10+02:00;48.8664835145,2.33443342122;Paris;
1022;Danielle Casanova - Place Vendôme;OUI;37;19;18;17;1;OUI;OUI;2020-03-29T18:35:50+02:00;48.8682664982,2.33048390597;Paris;
11046;Place de la République - Voltaire;OUI;19;2;17;14;3;OUI;OUI;2020-03-29T18:35:53+02:00;48.8668309689,2.36548103392;Paris;
11110;Roquette - Folie Regnault;OUI;52;21;31;16;15;OUI;OUI;2020-03-29T18:37:39+02:00;48.8592469592,2.38655362358;Paris;
23006;Jules Guesde - Alsace;OUI;25;22;4;3;1;OUI;OUI;2020-03-29T18:34:35+02:00;48.8905662755,2.29507774115;Levallois-Perret;
13117;Stade Georges Carpentier;OUI;40;32;8;6;2;OUI;OUI;2020-03-29T18:28:13+02:00;48.8204824384,2.36683219671;Paris;
31101;Jules Guesde - Laennec;OUI;19;10;9;6;3;OUI;OUI;2020-03-29T18:34:58+02:00;48.876289839,2.50069420785;Rosny-sous-Bois;
35004;Place du Président Salvador Allende;OUI;60;54;6;4;2;OUI;OUI;2020-03-29T18:32:39+02:00;48.8973073104,2.40079153681;Pantin;
19036;Hôpital Robert Debré;OUI;33;30;3;1;2;OUI;OUI;2020-03-29T18:34:52+02:00;48.880052222,2.40086503463;Paris;
10152;Gare du Nord - Place de Valenciennes;OUI;25;22;3;0;3;OUI;OUI;2020-03-29T18:34:51+02:00;48.879089,2.354235;Paris;
21118;Neuilly - Petit;OUI;16;10;6;3;3;OUI;OUI;2020-03-29T18:36:04+02:00;48.8992880358,2.29669243097;Clichy;
12105;Bercy - Villot;OUI;34;14;20;17;3;OUI;OUI;2020-03-29T18:37:06+02:00;48.841795009,2.37678501848;Paris;
16003;André Maurois - Joseph et Marie Hackin;OUI;29;22;7;4;3;OUI;OUI;2020-03-29T18:34:38+02:00;48.8778983,2.2789591;Paris;
35001;Jean Jaurès - Ouvrières Pivéreuses;OUI;20;13;7;4;3;OUI;OUI;2020-03-29T18:29:34+02:00;48.9104234375,2.39957660437;Pantin;
15057;Lucien Bossoutrot - Général Martial Vallin;OUI;39;27;12;9;3;OUI;OUI;2020-03-29T18:38:15+02:00;48.8369560463,2.27410722524;Paris;
15005;Place Jacques et Thérèse Tréfouël;OUI;43;19;23;21;2;OUI;OUI;2020-03-29T18:38:12+02:00;48.8427264983,2.31256574392;Paris;
7017;La Motte-Picquet - La Tour Maubourg;OUI;40;31;9;4;5;OUI;OUI;2020-03-29T18:35:33+02:00;48.8572316,2.3094136;Paris;
9102;Londres - Place d'Estienne d'Orves;OUI;25;11;14;11;3;OUI;OUI;2020-03-29T18:37:13+02:00;48.8766938058,2.33053620905;Paris;
18030;Joseph Dijon - Ornano;OUI;37;32;5;5;0;OUI;OUI;2020-03-29T18:35:54+02:00;48.8937445335,2.3476678133;Paris;
12035;Madagascar - Meuniers;OUI;33;15;18;14;4;OUI;OUI;2020-03-29T18:38:20+02:00;48.8346046447,2.3970650509;Paris;
14125;Dareau - Broussais;OUI;24;15;9;6;3;OUI;OUI;2020-03-29T18:29:19+02:00;48.8307758,2.3361804;Paris;
21303;Jean Monnet - Iles;OUI;32;18;14;3;11;OUI;OUI;2020-03-29T18:35:33+02:00;48.8233939841,2.24970731949;Issy-les-Moulineaux;
41401;Marne - Charles de Gaulle;OUI;27;26;1;0;1;OUI;OUI;2020-03-29T18:29:14+02:00;48.8150717195,2.41216689348;Alfortville;
16012;Flandrin - Longchamp;OUI;42;23;19;17;2;OUI;OUI;2020-03-29T18:37:36+02:00;48.8687784918,2.27435453918;Paris;
7021;Bosquet - Saint-Dominique;OUI;28;22;6;6;0;OUI;OUI;2020-03-29T18:36:47+02:00;48.8586517095,2.30371658023;Paris;
3006;Mairie du 3ème;OUI;32;6;26;23;3;OUI;OUI;2020-03-29T18:36:33+02:00;48.8644617814,2.36176282167;Paris;
22502;Kléber - National;OUI;20;16;4;3;1;OUI;OUI;2020-03-29T18:29:30+02:00;48.9063338987,2.23939105868;La Garenne-Colombes;
21215;Verdier - Jean Jaurès;OUI;33;24;9;0;9;OUI;OUI;2020-03-29T18:36:28+02:00;48.8161404871,2.31235619634;Montrouge;
2008;Mairie du 2ème;OUI;28;21;7;5;2;OUI;OUI;2020-03-29T18:35:28+02:00;48.8672190355,2.34046254377;Paris;
22603;Place de la Division Leclerc;OUI;35;34;1;0;1;OUI;OUI;2020-03-29T18:29:57+02:00;48.7938249886,2.27311404306;Fontenay-aux-Roses;
10166;Strasbourg - Saint-Denis;OUI;16;2;12;7;5;OUI;OUI;2020-03-29T18:34:21+02:00;48.8696016424,2.35429085791;Paris;
31105;Lavoisier - Missak Manouchian;OUI;18;4;14;4;10;OUI;OUI;2020-03-29T18:36:37+02:00;48.862864689,2.49567646533;Rosny-sous-Bois;
15114;Pasteur - Cotentin;OUI;33;22;11;5;6;OUI;OUI;2020-03-29T18:37:13+02:00;48.8389284,2.316356;Paris;
20011;Pyrénées - Dagorno;OUI;20;14;6;3;3;OUI;OUI;2020-03-29T18:32:31+02:00;48.8554257707,2.4051643163;Paris;
16104;Paul Valery - Victor Hugo;OUI;35;28;7;6;1;OUI;OUI;2020-03-29T18:38:12+02:00;48.8713740608,2.28871285915;Paris;
